user_count,hr_tenure
1480,"[422, 14, 1, [50.0, 65.0, 65.0, 55.0, 65.0, 58.5, 26.3, 55.0, 60.0, 38.89, 55.0, 42.0], 52.97, 55.0]"
1481,None
1482,"[779, 25, 2, [30.0, 35.0, 25.0, 5.0, 20.0, 20.0, 5.0, 20.0], 20.0, 20.0]"
1483,"[240, 8, 0, [30.0, 25.0, 30.0, 20.0, 30.0, 30.0, 30.0], 27.86, 30.0]"
1484,"[219, 7, 0, [40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0], 40.0, 40.0]"
1485,"[73, 2, 0, [30.0, 35.0, 42.0], 35.67, 35.0]"
1486,"[0, 0, 0, [35.0], 35.0, 35.0]"
1487,"[359, 11, 0, [50.0, 40.0, 50.0, 50.0, 40.0, 75.0, 75.0, 40.0, 40.0, 40.0, 50.0, 40.0, 50.0, 35.0, 25.0], 46.67, 40.0]"
1488,"[879, 29, 2, [50.0, 40.0, 50.0, 50.0, 40.0, 50.0, 33.33], 44.76, 50.0]"
1489,"[655, 21, 1, [85.0, 100.0, 75.0, 85.0, 85.0, 75.0, 55.0, 75.0, 55.0, 55.0, 55.0], 72.73, 75.0]"
1490,"[359, 11, 0, [35.0, 35.0, 35.0, 25.0, 16.0], 29.2, 35.0]"
1491,"[266, 8, 0, [25.0, 18.0, 22.0, 22.0], 21.75, 22.0]"
1492,"[712, 23, 1, [38.5, 38.5, 38.5, 45.0, 38.5, 45.0, 35.0, 38.5, 35.0, 35.0, 35.0, 35.0, 30.0, 35.0, 29.0, 29.0], 36.28, 35.0]"
1493,None
1494,"[658, 21, 1, [30.0, 35.0, 35.0, 15.0, 12.0, 20.0, 30.0], 25.29, 30.0]"
1495,"[685, 22, 1, [37.5, 37.5, 38.5, 38.5, 38.5, 38.5, 48.5, 37.5, 37.5, 37.5, 30.0, 30.0, 25.0], 36.54, 37.5]"
1496,"[0, 0, 0, [55.0, 50.0, 50.0], 51.67, 50.0]"
1497,"[407, 13, 1, [20.0, 30.0, 30.0, 20.0, 30.0, 20.0, 35.0, 35.0, 24.0, 30.0, 24.0, 25.0, 20.0, 20.0, 30.0, 26.0, 26.0, 20.0, 25.0, 10.0], 25.0, 25.0]"
1498,"[706, 23, 1, [35.0], 35.0, 35.0]"
1499,"[321, 10, 0, [20.0, 30.0, 30.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 10.0, 25.0, 20.0, 20.0], 23.44, 25.0]"
1500,"[772, 25, 2, [40.0, 35.0, 40.0, 40.0, 40.0, 40.0, 35.0, 40.0, 40.0, 40.0, 40.0, 35.0, 40.0, 40.0, 40.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 32.0, 35.0, 30.0, 30.0, 30.0, 32.0, 32.0, 30.0, 28.0, 30.0, 28.0, 28.0, 28.0, 25.0, 25.0, 22.0, 20.0, 20.0, 20.0], 33.05, 35.0]"
1501,"[622, 20, 1, [25.0, 25.0], 25.0, 25.0]"
1502,"[650, 21, 1, [25.0, 35.0, 25.0, 8.75, 7.78, 7.0, 25.0, 16.67], 18.77, 20.84]"
1503,None
1504,"[255, 8, 0, [50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 40.0, 40.0, 30.0, 30.0, 30.0, 30.0, 28.0, 23.0, 23.0, 23.0], 37.31, 35.0]"
1505,"[2550, 85, 6, [60.0, 33.0, 27.0, 19.0, 14.0, 19.0, 19.0, 8.5, 7.0], 22.94, 19.0]"
1506,"[545, 18, 1, [45.0, 35.0, 35.0, 30.0, 30.0, 38.0, 35.0, 30.0, 30.0, 25.0, 35.0, 30.0, 35.0, 35.0, 25.0, 30.0], 32.69, 32.5]"
1507,"[325, 10, 0, [60.0, 30.0], 45.0, 45.0]"
1508,"[1325, 44, 3, [33.0, 20.0, 29.9, 29.9, 23.96, 23.96, 14.97, 23.96, 14.97, 14.97, 15.0, 14.97, 14.97, 14.97, 14.97, 14.97, 14.97, 14.97, 12.97, 12.97, 12.97, 12.97, 12.97, 12.5, 10.0, 12.5, 12.5, 12.5, 12.78, 12.78, 8.89], 16.41, 14.97]"
1509,"[193, 6, 0, [30.0, 25.0], 27.5, 27.5]"
1510,"[2413, 80, 6, [27.78, 11.11], 19.45, 19.45]"
1511,"[2356, 78, 6, [35.0, 30.0, 35.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 20.0, 20.0, 8.0], 24.61, 25.0]"
1512,"[347, 11, 0, [10.0], 10.0, 10.0]"
1513,"[0, 0, 0, [55.56], 55.56, 55.56]"
1514,"[0, 0, 0, [30.0], 30.0, 30.0]"
1515,"[747, 24, 2, [25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.75, 25.0, 15.0, 25.0, 20.0, 15.0, 15.55, 15.0, 25.0, 15.0, 15.55, 11.11, 11.11, 11.11, 20.0], 20.49, 25.0]"
1516,"[38, 1, 0, [75.0, 75.0], 75.0, 75.0]"
1517,"[643, 21, 1, [125.0, 75.0, 100.0, 75.0, 90.0, 90.0, 75.0, 75.0, 75.0, 75.0], 85.5, 75.0]"
1518,"[3398, 113, 9, [22.22, 26.67, 24.44, 18.89, 23.0, 22.22, 18.0, 22.22, 16.67, 22.22, 19.0, 22.22, 22.22, 19.0, 15.56, 20.0, 20.0, 16.67, 16.67, 11.11, 15.0, 11.11, 12.22], 19.01, 19.0]"
1519,"[2698, 89, 7, [27.78, 27.78, 25.0, 30.0, 16.67, 22.22, 20.0, 16.67, 20.0, 20.0, 16.67, 11.11, 16.67, 16.67, 16.67, 16.67, 14.44, 14.44, 14.44, 14.44, 14.44, 13.33, 14.44, 14.44, 14.44, 13.0, 10.56, 12.0, 12.0, 10.56, 12.0, 12.22, 10.56, 10.0, 10.56, 10.0, 10.0], 15.75, 14.44]"
1520,"[482, 16, 1, [40.0, 35.0, 35.0, 35.0, 35.0], 36.0, 35.0]"
1521,"[506, 16, 1, [60.0, 30.0, 60.0, 60.0, 60.0], 54.0, 60.0]"
1522,"[204, 6, 0, [80.0, 44.44], 62.22, 62.22]"
1523,"[0, 0, 0, [45.0, 100.0], 72.5, 72.5]"
1524,"[357, 11, 0, [75.0, 75.0, 20.0, 15.0], 46.25, 47.5]"
1525,"[429, 14, 1, [40.0], 40.0, 40.0]"
1526,"[336, 11, 0, [90.0, 90.0, 90.0, 80.0, 90.0, 90.0, 90.0, 90.0], 88.75, 90.0]"
1527,"[186, 6, 0, [57.5, 40.0, 50.0, 120.0, 28.0], 59.1, 50.0]"
1528,"[244, 8, 0, [10.0, 3.0, 10.0, 10.0, 10.0], 8.6, 10.0]"
1529,None
1530,"[1004, 33, 2, [95.0, 85.0, 85.0, 85.0, 85.0, 75.0, 7.0], 73.86, 85.0]"
1531,"[643, 21, 1, [18.5, 20.0, 13.0, 13.0, 20.0, 20.0, 15.0, 13.0], 16.56, 16.75]"
1532,"[192, 6, 0, [31.11, 31.11, 31.11, 33.11, 31.11], 31.51, 31.11]"
1533,None
1534,"[416, 13, 1, [30.0, 40.0, 35.0, 40.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 22.0, 25.0, 30.0, 30.0, 30.0, 25.0, 25.0, 25.0, 20.0, 25.0], 29.14, 30.0]"
1535,"[339, 11, 0, [45.0, 45.0, 40.0, 45.0, 45.0, 45.0, 45.0, 50.0, 37.0, 35.0, 40.0, 45.0, 45.0, 45.0, 45.0, 45.0], 43.56, 45.0]"
1536,"[687, 22, 1, [20.0, 10.0, 15.0], 15.0, 15.0]"
1537,"[454, 15, 1, [50.0, 56.25, 50.0], 52.08, 50.0]"
1538,"[892, 29, 2, [33.33, 40.0], 36.66, 36.66]"
1539,"[163, 5, 0, [200.0, 125.0, 200.0, 75.0, 125.0, 125.0, 120.0, 125.0, 75.0, 70.0], 124.0, 125.0]"
1540,"[40, 1, 0, [60.0, 18.0, 60.0, 60.0, 60.0, 60.0, 20.0, 18.0], 44.5, 60.0]"
1541,"[558, 18, 1, [12.0, 30.0, 25.0], 22.33, 25.0]"
1542,"[270, 9, 0, [95.0, 95.0, 95.0, 32.0, 95.0, 95.0], 84.5, 95.0]"
1543,None
1544,"[431, 14, 1, [47.5, 47.5], 47.5, 47.5]"
1545,"[2964, 98, 8, [44.44, 50.0, 45.0, 44.44, 33.33, 31.5], 41.45, 44.44]"
1546,"[1282, 42, 3, [100.0, 155.56, 50.0, 50.0], 88.89, 75.0]"
1547,None
1548,"[0, 0, 0, [40.0, 40.0, 40.0], 40.0, 40.0]"
1549,"[0, 0, 0, [150.0], 150.0, 150.0]"
1550,None
1551,"[185, 6, 0, [65.0, 45.0], 55.0, 55.0]"
1552,"[84, 2, 0, [25.0], 25.0, 25.0]"
1553,"[541, 18, 1, [60.0, 120.0, 120.0], 100.0, 120.0]"
1554,None
1555,"[387, 12, 1, [25.0, 20.0, 25.0, 15.0], 21.25, 22.5]"
1556,None
1557,"[0, 0, 0, [25.0], 25.0, 25.0]"
1558,"[640, 21, 1, [45.0, 30.0, 35.0, 50.0, 27.5, 32.5, 27.5, 45.0, 35.0, 25.0, 35.0, 21.11], 34.05, 33.75]"
1559,None
1560,"[908, 30, 2, [20.0, 20.0, 18.0, 15.0], 18.25, 19.0]"
1561,"[166, 5, 0, [100.0, 100.0, 100.0], 100.0, 100.0]"
1562,"[0, 0, 0, [30.0, 3.0, 3.0, 30.0, 3.0, 29.99, 3.0, 29.99, 30.0, 30.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 3.0, 3.0, 3.0, 3.0, 30.0, 3.0, 3.0, 3.0, 30.0, 3.0, 29.99, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 30.0, 30.0, 30.0, 30.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 30.0, 3.0], 7.52, 3.0]"
1563,"[1396, 46, 3, [25.0, 22.22, 8.33, 10.0], 16.39, 16.11]"
1564,"[298, 9, 0, [40.0, 30.0, 30.0], 33.33, 30.0]"
1565,"[728, 24, 1, [20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0], 24.29, 25.0]"
1566,"[546, 18, 1, [12.0, 28.0, 28.0, 15.0, 30.0], 22.6, 28.0]"
1567,None
1568,"[210, 7, 0, [45.0, 50.0, 45.0, 55.0, 45.0, 40.0], 46.67, 45.0]"
1569,"[563, 18, 1, [8.76, 23.0, 22.5, 23.0, 16.5, 22.5, 16.5, 8.75, 8.76], 16.7, 16.5]"
1570,None
1571,"[219, 7, 0, [20.0, 33.0, 32.5, 33.0, 39.0, 33.0, 32.0, 32.0, 38.0, 31.0, 26.0, 30.0, 30.0, 30.0, 30.0, 32.71, 30.0, 25.0, 25.0, 20.0], 30.11, 30.5]"
1572,"[384, 12, 1, [25.0, 25.0, 25.0, 25.0, 60.0, 25.0, 25.0, 25.0, 25.0, 25.0, 10.0, 25.0, 25.0, 12.5], 25.54, 25.0]"
1573,None
1574,"[305, 10, 0, [30.0, 40.0, 30.0, 30.0, 30.0], 32.0, 30.0]"
1575,"[411, 13, 1, [40.0, 30.0, 40.0], 36.67, 40.0]"
1576,"[177, 5, 0, [20.0, 22.0, 20.0, 10.0], 18.0, 20.0]"
1577,"[69, 2, 0, [60.0, 60.0, 60.0], 60.0, 60.0]"
1578,None
1579,"[121, 4, 0, [50.0, 30.0, 30.0, 30.0, 25.0, 50.0], 35.83, 30.0]"
1580,"[588, 19, 1, [25.0, 35.0, 5.0, 35.0, 35.0, 35.0, 35.0, 35.0, 50.0, 30.0, 30.0, 30.0, 5.0, 30.0, 27.78], 29.52, 30.0]"
1581,"[67, 2, 0, [90.0, 65.0, 76.25], 77.08, 76.25]"
1582,"[893, 29, 2, [45.0, 25.0, 45.0, 30.0, 30.0, 30.0, 25.0, 25.0, 25.0], 31.11, 30.0]"
1583,"[0, 0, 0, [100.0], 100.0, 100.0]"
1584,"[647, 21, 1, [15.0, 15.0, 15.0, 10.0, 12.0, 12.0, 10.0], 12.71, 12.0]"
1585,"[254, 8, 0, [50.0, 50.0], 50.0, 50.0]"
1586,"[0, 0, 0, [50.0, 65.0], 57.5, 57.5]"
1587,None
1588,"[1397, 46, 3, [22.0, 17.0, 16.0, 16.0, 16.0, 16.0], 17.17, 16.0]"
1589,"[306, 10, 0, [99.0, 99.0, 99.0, 99.0], 99.0, 99.0]"
1590,"[786, 26, 2, [80.0, 84.0, 50.0, 84.0, 77.78, 80.0, 70.0, 80.0, 84.0, 70.0, 70.0, 80.0, 55.0, 70.0, 70.0, 77.78, 71.23, 80.0, 70.0, 70.0, 80.0, 80.0, 80.0, 70.0, 84.0, 77.78, 80.0, 80.0, 80.0, 80.0, 70.0, 70.0, 55.0, 77.78, 55.0, 70.0, 84.0, 84.0, 70.0, 55.0, 84.0, 77.78, 70.0, 70.0, 77.78, 70.0, 70.0, 84.0, 70.0, 70.0, 84.0, 55.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 71.23, 70.0, 70.0, 70.0, 70.0, 84.0, 70.0, 70.0, 60.0, 70.0, 70.0, 84.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 60.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 60.0, 70.0, 70.0, 70.0, 70.0, 77.78, 70.0, 77.78, 77.78, 77.78, 77.78], 72.15, 70.0]"
1591,None
1592,"[0, 0, 0, [80.0], 80.0, 80.0]"
1593,None
1594,"[0, 0, 0, [45.0, 35.0], 40.0, 40.0]"
1595,"[849, 28, 2, [75.0, 25.0, 67.0, 67.0, 10.0, 35.0, 25.0, 25.0, 35.0, 30.0, 55.56], 40.87, 35.0]"
1596,"[172, 5, 0, [44.44, 44.44, 44.44, 50.0], 45.83, 44.44]"
1597,None
1598,"[192, 6, 0, [22.0, 22.0, 25.0, 30.0], 24.75, 23.5]"
1599,"[623, 20, 1, [45.0, 45.0, 45.0, 45.0, 20.0, 35.0, 45.0, 40.0], 40.0, 45.0]"
1600,"[1754, 58, 4, [120.0, 70.0, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 34.72], 43.49, 27.78]"
1601,None
1602,"[0, 0, 0, [50.0], 50.0, 50.0]"
1603,"[0, 0, 0, [25.0, 25.0, 20.0], 23.33, 25.0]"
1604,"[545, 18, 1, [60.0, 92.0, 87.0, 110.0, 110.0, 92.0, 92.0, 60.0, 92.0, 92.0, 92.0, 92.0, 80.0, 70.0, 87.0, 87.0, 60.0, 87.0, 60.0, 50.0, 20.0, 100.0, 40.0, 60.0, 60.0, 65.0, 60.0, 60.0, 60.0, 50.0, 35.0, 60.0, 70.0, 20.0, 35.0, 35.0, 50.0, 19.0, 30.0, 19.0, 35.0, 10.0], 62.98, 60.0]"
1605,"[594, 19, 1, [30.0, 32.09, 40.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 40.0, 40.0], 32.67, 30.0]"
1606,"[507, 16, 1, [40.0, 40.0, 36.0, 40.0, 45.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 30.0, 25.0], 38.15, 40.0]"
1607,"[0, 0, 0, [39.0], 39.0, 39.0]"
1608,"[626, 20, 1, [32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 11.11, 20.0, 25.0, 20.0, 20.0, 20.0, 17.0, 17.0, 17.0, 15.0], 23.86, 25.0]"
1609,"[399, 13, 1, [25.0, 25.0, 15.0, 25.5, 25.0, 15.0, 15.0], 20.79, 25.0]"
1610,"[3016, 100, 8, [60.0, 50.0, 50.0, 50.0, 35.0, 35.0, 50.0, 60.0, 45.0, 40.0, 38.89, 38.89, 27.78, 27.78], 43.45, 42.5]"
1611,"[550, 18, 1, [25.0, 25.0, 25.0, 13.0, 19.0, 13.0], 20.0, 22.0]"
1612,"[81, 2, 0, [35.0, 50.0, 35.0], 40.0, 35.0]"
1613,None
1614,"[1119, 37, 3, [31.25, 31.25, 31.25, 31.25, 20.0, 43.75, 17.0, 31.25, 31.25, 31.25, 16.44, 33.33, 27.78, 27.78, 31.25, 22.22, 17.0, 21.92, 17.0, 22.22, 22.22, 27.78, 22.22, 22.22, 17.0, 16.67, 16.67, 22.22, 16.67, 22.22, 11.11, 16.67, 22.22], 24.01, 22.22]"
1615,None
1616,"[595, 19, 1, [13.0, 10.0, 20.0, 15.0, 15.0, 15.0, 15.0, 15.0, 6.0, 15.0, 7.5, 15.0, 15.0, 15.0, 10.0], 13.43, 15.0]"
1617,"[215, 7, 0, [25.0], 25.0, 25.0]"
1618,"[0, 0, 0, [20.0], 20.0, 20.0]"
1619,None
1620,"[289, 9, 0, [25.0, 25.0, 34.34, 20.0, 26.67], 26.2, 25.0]"
1621,"[738, 24, 2, [34.0, 80.0, 50.0, 34.0, 25.0, 25.0, 25.0, 20.0], 36.63, 29.5]"
1622,"[251, 8, 0, [30.0, 15.0], 22.5, 22.5]"
1623,"[1187, 39, 3, [90.0, 90.0, 38.89, 22.22], 60.28, 64.44]"
1624,"[508, 16, 1, [175.0, 160.0, 160.0, 150.0], 161.25, 160.0]"
1625,"[391, 13, 1, [24.0, 22.0], 23.0, 23.0]"
1626,None
1627,"[1683, 56, 4, [45.0, 19.44, 16.67, 16.67, 25.0, 25.0, 19.44, 15.0], 22.78, 19.44]"
1628,"[960, 32, 2, [45.0, 65.0, 95.0, 85.0, 55.0, 55.0, 22.22], 60.32, 55.0]"
1629,None
1630,"[359, 11, 0, [40.0, 40.0, 40.0, 40.0, 40.0, 50.0, 50.0, 40.0, 30.0, 30.0, 25.0, 40.0, 40.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0], 34.47, 40.0]"
1631,"[256, 8, 0, [50.0, 50.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0, 50.0, 50.0, 25.0, 50.0, 25.0, 50.0, 40.0, 50.0, 50.0, 40.0, 50.0, 15.0, 40.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 20.0, 20.0, 25.0, 15.0, 15.0, 15.0, 20.0, 12.0, 20.0, 10.0], 34.51, 30.0]"
1632,"[161, 5, 0, [60.0, 65.0, 75.0, 30.0], 57.5, 62.5]"
1633,"[635, 21, 1, [30.0, 35.0, 45.0, 35.0, 45.0, 45.0, 23.0, 45.0, 18.0, 40.0, 22.0, 9.0], 32.67, 35.0]"
1634,"[698, 23, 1, [65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 35.0], 60.71, 65.0]"
1635,"[743, 24, 2, [35.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 30.0, 40.0, 40.0, 40.0, 40.0, 40.0, 30.0, 40.0, 35.0, 40.0, 40.0, 40.0, 40.0, 30.0, 40.0], 38.33, 40.0]"
1636,"[1636, 54, 4, [50.0, 33.33, 44.44, 44.44], 43.05, 44.44]"
1637,"[1628, 54, 4, [24.0, 20.0, 20.0, 11.0, 30.0], 21.0, 20.0]"
1638,"[691, 23, 1, [25.0, 22.22], 23.61, 23.61]"
1639,"[83, 2, 0, [80.0, 11.0], 45.5, 45.5]"
1640,None
1641,"[0, 0, 0, [40.0, 3.0], 21.5, 21.5]"
1642,"[1968, 65, 5, [44.0, 38.89, 38.89, 38.89, 38.89, 38.89, 38.89, 38.89, 38.89], 39.46, 38.89]"
1643,"[790, 26, 2, [45.0, 45.0, 45.0, 45.0, 30.0], 42.0, 45.0]"
1644,"[489, 16, 1, [50.0, 50.0], 50.0, 50.0]"
1645,"[208, 6, 0, [32.0, 27.0, 27.0, 30.0, 27.0, 27.0, 20.0, 25.0, 20.0, 25.0, 25.0, 22.0, 26.0, 15.0, 20.0, 20.0], 24.25, 25.0]"
1646,"[0, 0, 0, [180.0, 180.0], 180.0, 180.0]"
1647,"[773, 25, 2, [35.0, 30.0, 35.0], 33.33, 35.0]"
1648,"[579, 19, 1, [119.0, 109.0, 99.0, 88.0, 44.0, 25.0], 80.67, 93.5]"
1649,"[73, 2, 0, [20.0, 25.0], 22.5, 22.5]"
1650,None
1651,"[234, 7, 0, [35.0, 35.0, 35.0, 15.0, 5.0, 15.0, 15.0], 22.14, 15.0]"
1652,"[1761, 58, 4, [15.0, 25.0, 18.0, 18.0, 19.73, 12.5, 6.67, 6.67, 15.0, 13.89, 16.67, 8.89, 16.67], 14.82, 15.0]"
1653,"[998, 33, 2, [20.0, 12.0, 15.0, 20.0, 15.0, 12.0, 20.0, 15.0, 14.0, 15.0, 10.0, 13.33, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0], 15.07, 15.0]"
1654,"[0, 0, 0, [45.0], 45.0, 45.0]"
1655,"[760, 25, 2, [100.0, 100.0, 100.0, 80.0, 30.0, 30.0, 30.0, 30.0, 15.0], 57.22, 30.0]"
1656,"[0, 0, 0, [10.0], 10.0, 10.0]"
1657,"[301, 10, 0, [25.0, 25.0, 25.0, 25.0], 25.0, 25.0]"
1658,"[0, 0, 0, [28.0], 28.0, 28.0]"
1659,None
1660,"[43, 1, 0, [30.0, 30.0], 30.0, 30.0]"
1661,"[2045, 68, 5, [29.58, 29.59, 25.0, 22.22, 15.0, 22.22], 23.94, 23.61]"
1662,None
1663,None
1664,None
1665,"[374, 12, 1, [20.0, 25.0, 25.0, 15.0, 15.0, 15.0, 15.0, 15.0, 20.0, 15.0, 14.0], 17.64, 15.0]"
1666,None
1667,None
1668,"[200, 6, 0, [50.0, 15.0, 20.0, 25.0], 27.5, 22.5]"
1669,"[158, 5, 0, [218.75, 50.0, 50.0, 77.78], 99.13, 63.89]"
1670,"[600, 20, 1, [45.89, 38.89, 100.89, 38.89, 100.89, 50.89, 50.89, 38.89, 125.0, 50.0, 25.0, 45.89, 38.89, 25.0, 70.0, 38.89, 24.44], 53.48, 45.89]"
1671,"[436, 14, 1, [85.0, 30.0, 60.0, 60.0, 45.0, 50.0, 40.0, 50.0, 35.0, 35.0, 16.0], 46.0, 45.0]"
1672,"[625, 20, 1, [89.0, 89.0, 89.0, 70.0, 25.0], 72.4, 89.0]"
1673,"[41, 1, 0, [25.0], 25.0, 25.0]"
1674,None
1675,"[1748, 58, 4, [13.33], 13.33, 13.33]"
1676,None
1677,"[227, 7, 0, [20.0], 20.0, 20.0]"
1678,"[817, 27, 2, [45.0, 50.0, 45.0, 15.0, 25.0, 45.0], 37.5, 45.0]"
1679,"[144, 4, 0, [110.0, 110.0, 95.0], 105.0, 110.0]"
1680,None
1681,"[2396, 79, 6, [18.75, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 7.78, 15.0], 22.21, 25.0]"
1682,None
1683,"[3525, 117, 9, [50.0, 33.33, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 44.44, 44.44, 44.44, 44.44, 33.33, 44.44, 44.44, 33.33, 33.33, 33.33, 33.33, 33.33, 33.33, 30.0, 30.0, 30.0, 30.0, 30.0, 22.22, 22.22, 22.22, 22.22], 37.81, 33.33]"
1684,None
1685,"[815, 27, 2, [90.0, 90.0, 90.0, 90.0, 75.0, 75.0], 85.0, 90.0]"
1686,"[668, 22, 1, [50.0, 55.56], 52.78, 52.78]"
1687,"[1006, 33, 2, [50.0, 55.0, 50.0, 50.0, 62.5, 50.0, 50.0, 55.56, 62.5, 33.33, 55.56], 52.22, 50.0]"
1688,"[2903, 96, 7, [65.0, 50.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0, 55.56, 50.0, 40.0, 40.0, 40.0, 33.33], 47.69, 50.0]"
1689,None
1690,"[480, 16, 1, [50.0, 50.0, 50.0, 50.0, 60.0, 60.0, 50.0, 30.0], 50.0, 50.0]"
1691,"[0, 0, 0, [45.0], 45.0, 45.0]"
1692,"[532, 17, 1, [25.0, 25.0, 14.25, 20.0], 21.06, 22.5]"
1693,"[146, 4, 0, [25.0, 20.0, 20.0, 17.0], 20.5, 20.0]"
1694,"[717, 23, 1, [75.0, 55.0, 55.0, 50.0], 58.75, 55.0]"
1695,"[522, 17, 1, [24.22, 22.22, 22.22, 22.22, 22.22, 22.22, 22.22], 22.51, 22.22]"
1696,"[0, 0, 0, [50.0, 40.0, 30.0, 25.0], 36.25, 35.0]"
1697,"[356, 11, 0, [37.26, 38.36, 25.0, 30.0], 32.66, 33.63]"
1698,"[48, 1, 0, [25.0], 25.0, 25.0]"
1699,"[132, 4, 0, [20.0], 20.0, 20.0]"
1700,"[473, 15, 1, [27.0, 27.0, 27.0], 27.0, 27.0]"
1701,"[0, 0, 0, [10.0], 10.0, 10.0]"
1702,None
1703,"[720, 24, 1, [38.0, 30.0, 35.0, 40.0, 40.0, 40.0, 35.0, 40.0, 35.0, 40.0, 40.0, 40.0, 38.0, 40.0, 38.0, 30.0, 40.0, 38.0, 38.0, 38.0, 35.0, 35.0, 38.0, 35.0, 28.0, 38.0, 38.0, 35.0, 38.0, 30.0, 36.0, 35.0, 38.0, 38.0, 38.0, 38.0, 28.0, 35.0], 36.55, 38.0]"
1704,"[690, 23, 1, [20.0, 25.0], 22.5, 22.5]"
1705,"[642, 21, 1, [65.0, 55.0, 55.0], 58.33, 55.0]"
1706,None
1707,"[409, 13, 1, [55.0, 40.0, 40.0], 45.0, 40.0]"
1708,"[699, 23, 1, [80.0, 60.0, 50.0, 55.0, 80.0], 65.0, 60.0]"
1709,"[0, 0, 0, [50.0, 50.0], 50.0, 50.0]"
1710,"[601, 20, 1, [37.5, 25.0, 22.0, 37.5, 25.0, 27.78, 27.78, 26.0, 27.78, 27.78], 28.41, 27.78]"
1711,None
1712,"[295, 9, 0, [20.0, 25.0, 20.0, 21.0, 20.0, 20.0, 20.0, 25.0, 20.0, 20.0, 20.0, 16.0, 15.0, 9.0], 19.36, 20.0]"
1713,"[2130, 71, 5, [27.78, 35.0, 50.0, 33.33, 11.11, 33.33, 27.78, 33.33, 27.78, 11.0, 22.22, 22.22, 33.33, 22.22, 15.56, 11.11, 22.22, 11.11, 11.11, 6.67], 23.41, 22.22]"
1714,"[690, 23, 1, [80.0, 80.0, 50.0, 33.33], 60.83, 65.0]"
1715,"[1201, 40, 3, [38.89, 38.89, 30.0, 38.89, 38.89, 39.0, 38.89, 38.89, 38.89], 37.91, 38.89]"
1716,"[1427, 47, 3, [40.0, 40.0, 40.0, 20.0, 11.11], 30.22, 40.0]"
1717,"[758, 25, 2, [35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 34.52, 35.0, 35.0], 34.98, 35.0]"
1718,"[741, 24, 2, [75.0, 55.56], 65.28, 65.28]"
1719,"[158, 5, 0, [100.0, 75.0, 100.0, 100.0], 93.75, 100.0]"
1720,"[559, 18, 1, [30.0, 30.0, 30.0, 35.0, 23.0, 23.0], 28.5, 30.0]"
1721,"[300, 10, 0, [60.0, 80.0, 50.0, 60.0], 62.5, 60.0]"
